,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,user_accumulated_reward,overall_scaled_accumulated_reward
0,2.116930470265368,2.0821264248607596,1.9329241708644975,2.090259721924157,2.299046551639579,2.112607212597841,2.2797105760898604,2.2316008252379116,2.216677355479301,2.2496138899103544,2.212917224722388,2.153736349587706,2.200765236180334,2.24986557248851,2.431705834902314,2.191304764474306,2.318332385583992,2.2949418936996846,2.086584130562387,2.3193186297549047,2.361816887327218,2.287208167163182,2.268225880179863,2.1491008682768267,2.303390300476325,2.2848297629860235,2.4378705735551227,2.4466129795116465,2.3743631016594064,2.2555988133038083,2.3097652192492357,2.2204023199198057,2.315203046869819,2.3318806227846776,2.4542824308454443,2.243595778265177,2.084642619954898,2.5760482772719513,2.6426886727301064,2.194903427148758,2.616281338754183,2.392457300134221,2.6319191911045126,2.3588664131374255,2.4713617739629425,2.3361489860152744,2.3012646865250095,2.5734834891938387,2.452167466016889,2.3738637012865187,2.4429496732315337,2.6628851388153167,1.8546252865369564,2.521486921707686,2.1742740334360056,2.1050208963579027,2.408128882999071,2.3587013645350754,2.571596475888064,2.234689678485376,2.3070391551467155,2.273436374199245,2.4625576532988043,2.2673160971424533,2.4989346844610063,2.315645656458939,2.662957649796547,2.599414549718101,2.022656436562857,2.5795492480288096,2.203924793895552,2.5747554079900836,2.3545763015218046,2.624289830475516,2.128606843808291,2.5370939046048853,2.4893992115927968,2.824623863051087,2.358810496474395,2.296163255026343,2.6120509148849083,2.5102162634463028,2.128158776612514,2.6605501326294636,2.378671798004518,2.247871528159586,2.090431472588053,2.3272626825111886,2.185249945187452,2.4423041230987157,2.5119996040983317,2.4379978031775296,2.3210454815713923,2.213957433882537,2.4573673646998655,2.3534059093845876,2.0288503472232056,2.5036609636663263,2.330062125955797,2.6721145328969387,11712.527614268132,11712.527614268132
1,2.1570275566878783,2.2410741127654963,2.33840349145514,2.272537012498898,2.3357058232727472,2.480479778838328,2.172871119865963,2.183290871332315,2.5144833527526664,2.0387078363215068,2.4405883524427603,2.4423250702705332,2.565168281515576,2.1864035054892934,2.3830332604362634,2.2599021122510057,2.35869605269463,2.412085591874023,2.2157792452927967,2.30932344672387,2.3249575950908077,2.5471153268397297,2.322884677267506,2.3604078527116448,2.302843158570695,2.4957679459376916,2.3522579377596897,2.222672563794115,2.4489968871706056,2.3924074455736664,2.424859238116948,2.3649584867316515,2.235279712465449,2.399894542740027,2.4821147075362426,2.5803226923554887,2.386626441282571,2.2389156480669845,2.3842945102171087,2.2881816194306355,2.4674985218250725,2.4985210015732573,2.6584206705079243,2.508782669153425,2.277633089864493,2.350269240630702,2.328850136154225,2.472636190270051,2.478280248989679,2.480561344125826,2.4791274720703753,2.485439897247976,2.5721004769524027,2.3978579966569114,2.6444139804928026,2.1738717825809717,2.285395031276824,2.4243970207928185,2.4993224771262565,2.4659525786149676,2.2860722659405486,2.4674700473429,2.5507163313735925,2.3456984509345835,2.290823667657411,2.4103292985066505,2.4896169555626733,2.5012950983681375,2.4268270780973236,2.4862612390496115,2.6066366568385417,2.4741266045297166,2.52045915503842,2.4380036710132824,2.0982031844372573,2.51019064242419,2.4236103761527863,2.1460646266064947,2.243010461936123,2.3539853444312056,2.1382197219452506,2.308090756473487,2.3599059306498287,2.395094809340901,2.3231055737701487,2.276466118550539,2.37102847666026,2.397241303846794,2.220248513087877,2.479013932992706,2.4281745289875327,2.489774877904842,2.349563681763328,2.3533897563436876,2.267311016642063,2.500384132487201,2.6309300577255685,2.709278378911969,2.5999713635617443,2.5004217937284894,11948.99962864818,11948.99962864818
2,1.8959939715254455,1.8352283712690527,1.8872466491992084,1.997513891413258,2.0386315168240223,2.114558234452279,1.8991690498238754,1.9800329007565582,1.9917213976820793,1.9478102322825217,1.9788906679075309,2.115844413116956,2.3322560986305394,2.149558249361262,2.203052775238267,2.2710405372776608,1.902179240993399,2.0871580796286584,2.1007417305112965,2.1314844520128706,2.1128546483490904,2.1898132854683263,2.480029934886392,2.427059037692931,2.22710097797727,2.3744773047801657,2.5192040883172386,2.3959029790022353,1.8410638257893595,2.358605915103306,2.2779242917285356,2.1773312321185054,2.30623657748529,2.3079319685624817,1.8789771092694685,2.3704373208806326,2.19610729385818,2.1565018125443496,2.27236991933741,2.3410917940095315,2.4572421348178053,2.3148029594912476,2.4673171935716978,2.255923597395543,2.2405155458516153,2.2191207140821567,2.234676974649736,2.2298851578700667,2.055041088579492,2.278853695073727,1.9053358780624554,2.351200251356137,2.3377609681218443,2.0583951860698404,2.162257923927986,2.2908811659587287,1.9226818011433202,2.143920582539659,2.1380898520893634,2.1714543931337142,2.3425889605292247,2.231784580834009,2.188799991095806,2.1805187644318536,2.171261094867759,2.2096231020526007,2.332679333196178,2.2644286782054155,2.247419045856307,2.279831609949127,2.084411650868247,2.4605272466106665,2.28381678439815,2.3241653175445562,1.8464902366955118,2.3141116837340268,2.09202240488353,2.1824519438095487,2.30424452729524,2.1661706778875707,2.115511721946417,2.20809679966187,2.0525653664108536,2.0928756964981483,2.1637826925118975,2.218762940309647,2.01137974049908,2.074269337646386,1.9560928939250797,2.2847545210744555,2.143430689211837,2.0586846968492036,2.1537144929116163,2.171136737841397,2.3063567121712722,2.1652963659911055,2.2150006409140848,2.250920706327575,2.0799527585144952,2.2044563864732862,10887.04401866443,10887.04401866443
3,2.091150571699701,2.202441621273131,2.188874152963647,2.1241997284069587,2.4318935118104847,2.111232104912822,2.248918988050383,2.4018357288771646,2.2220127666347143,2.3471128100675402,2.591640914673731,2.273707693474037,2.2042536745713694,2.169801553697906,2.3457841473759675,2.2801431871259092,2.28681502162014,2.272932466257502,2.466906896959904,2.5090926869067625,2.4323630536217915,2.058779970434238,2.5118561190659836,2.6419269906291003,2.262367323732797,2.5206780116133474,2.6718948931126807,2.2239869039835556,2.625041526509495,2.2690406546151127,2.5049089340645967,2.245108771334254,2.579440867259499,2.384689519110696,2.601671772659919,2.3066159602646947,2.5923452528257775,2.5098246115322396,2.517709614406391,2.5326369834233926,2.652003439731079,2.426436777980052,2.5708958085499445,2.3247891411153025,2.4124108480697135,2.3042980316117747,2.4003073252428075,2.2475545240962207,2.469012209596304,2.5376836032145005,2.7676204792806693,2.232292029028902,2.617458941652116,2.4169896478794204,2.188557232465868,2.3117501749965963,2.1632103913648617,2.301861759236954,2.443582963974404,2.40025536139429,2.515174639213303,2.5287088102200808,2.4984139489979813,2.413706983378717,2.3401269479637383,2.250799266730064,2.572236130037236,2.160757987481814,2.4181499002797624,2.365320274023855,2.382634868865033,2.347199769403572,2.438573358091906,2.3186554015206586,2.42213689938318,2.4905259461937947,2.6306497386529686,2.656257360953298,2.3533898200379157,2.2014793691736245,2.4384809084548427,2.5245933634712663,2.2056284764589202,2.621750219261885,2.432433426366397,2.7177101670231236,2.5195463753565677,2.7056598505383636,2.533197264499873,2.458293225963576,2.5800403933797025,2.8130882886676334,2.4311583980210476,2.274686125159779,2.437862920212135,2.185019927391872,2.381754317292526,2.2980188084773356,2.5823345750180824,2.4968177042580666,12044.77904039583,12044.77904039583
4,2.038826720557306,2.0027873669282865,2.015788882403017,1.9793988319645865,1.9365801780035816,1.9874230034789184,2.045520652934181,2.014329530620337,2.1332791278812806,2.071136943520871,2.1256928847901007,2.207923433340345,2.113121477578399,2.1248558641355397,2.0236273006065644,2.1511785462813715,2.161244712364745,1.9843497691407885,2.0721804952269967,2.1523926847016615,2.1613052669961093,2.2897116906563952,2.0375725379553113,2.229419951653333,2.143364765593743,2.167009487536039,2.273784302388958,1.9346708611208039,2.1397798321623753,2.2467608137993333,2.2344931747377785,2.1657886941611,2.1937049118449083,2.0968402921254357,2.203466452920226,2.08164799403754,2.2201217621687084,2.1789600374558065,2.0622906935584995,2.2587539267184233,2.099506732049491,2.1302249415838723,2.1840093876826674,2.077276735293159,2.218588662987364,2.3252977390580987,2.305637468535081,2.0986889285123227,2.2570257661124375,2.2660756804747013,2.3263759669895663,1.934294481225492,2.104350875211071,2.1189671627388087,2.0278274574897153,2.2067646052175816,2.0659267251334934,2.216812551069576,1.9946790760528197,2.3744003867144916,2.110166186951436,2.104921686920358,2.224499210764655,2.319210224963559,2.2466324318312303,2.275738946492019,2.0754808215083282,2.2098316673252203,2.2673370125720926,2.4226709184294277,1.8601556435550861,2.1319744116634136,2.266748221324506,2.150954863366791,2.2091811172925175,2.1641730779720065,1.974103945253182,2.2331658135141748,2.1102160597871054,2.1816762954489333,2.1916643517280034,2.1005071135127515,2.185483101707399,2.177358272218444,2.169607945859992,2.045705097458782,2.2663600010987257,2.296491393154079,2.1276553076181446,2.1155376297129966,2.2202081278010066,2.2220974484909606,2.245711652714911,2.1157984243633354,2.114742478894447,2.2846398052223393,1.908495962951931,2.098854304852367,2.155147327300456,2.215917337793204,10739.531941378591,10739.531941378591
5,2.07460618834868,1.8866400371057566,2.0923799932426896,2.225633068464182,2.2499691637698,2.135746449140335,2.242085831079054,2.1062218551088723,2.3588560130871654,2.304295642798501,2.1940908244033914,2.0589252877908866,2.2804889586488684,2.1372386664501626,1.984939868211619,2.071919531544932,2.0977066260432395,2.2941905386554846,2.03447313416843,2.1028855902492203,2.169227166377463,2.135644151708088,2.4059947659090346,2.246613405423289,2.095656640377105,2.1752681167513694,2.3583347670384263,2.2738433739634947,2.3431857308997666,2.326748288331436,2.1667461134713517,2.167700007795723,2.344008994777555,2.221119678562419,2.145051843652951,2.179155798473607,2.21206809165357,2.0515012175548373,2.2047632486663034,2.2461529601813006,2.4095340299201014,2.1379496980138755,2.0564120985412764,2.3190278053541555,2.115313137542981,2.203890021293764,2.002796371692699,2.074414612838558,2.3790321761213384,2.190690121086223,2.212678183581382,2.370420250733724,2.5796821445446283,2.438153788557992,2.1864593227494056,2.382050803584589,2.262016659065323,2.1822076265328785,2.1972035626045883,2.3145766398694616,2.3758233721082855,2.241848994981717,1.8584277211803086,2.287173750685449,1.9585163736992521,2.3371737402951167,2.325072490061414,2.1587292513094654,2.0336903679160545,2.0088877769664824,1.8368351568481347,2.075081143295829,2.184833994036121,2.1295570440777065,1.9919912837411946,2.161838413296686,2.2322856151206594,2.0825858476061487,2.2726614804803926,1.9147156320528291,2.0490625471676718,2.221696764468611,2.1441343000257915,2.1389085748836596,2.205180807208231,2.2241201809233333,2.195780270761146,2.3449205654426364,2.2950019366249688,2.2212118459295644,2.3015703603116826,2.246133312179061,2.341225701459332,2.0570155501380416,2.2051484266214003,2.2866100549268067,2.0077393138596444,2.2188663116098666,2.231778506843003,2.0888296984554153,10945.462558185422,10945.462558185422
6,2.0593615871414372,2.0760504798557293,2.1632480237719953,2.2427526818305283,2.215611401188334,2.168940046597286,2.217486720375778,2.404959977437423,2.373681728948073,2.389842755794217,2.3075867512323227,2.406922750184309,2.2455275680088587,2.5990930419189677,2.1363581241476814,2.4677913553576127,2.6199990975085985,2.140495405600887,1.9539560382005021,2.526463094741186,2.4749244529208765,2.417118443304827,2.379990396507415,2.7426742434811295,2.6085763219175955,2.3555073235558677,2.5365610671796572,2.579035788875077,2.453120354736188,2.4874845742418046,2.24945646729722,2.6307006656026943,2.6770737368780377,2.083788204861969,2.152683528115475,2.017885384434348,2.2489135624960452,2.3600542408770635,2.4174830030587158,2.1544914807381303,2.2091088004939383,2.538036330485025,2.3936420235711964,2.3984216130170988,2.593235717749079,2.3731557967440198,2.5559113288380853,2.6660825977347526,2.61286787056172,1.8256124635308841,2.359204090351787,2.2849170135295886,2.275742124394248,2.3013581880557528,2.1304781226999006,2.383547867065917,2.4418603677049866,2.33404892389536,2.2598048125549623,2.380115137453458,2.3052495669637447,2.540166564159817,2.4251756420858217,2.317544088518895,2.513323911309148,2.5654686398861957,2.597579697057,2.651279422273978,2.4526288459888015,2.360148253813818,2.7236725967122073,2.399021488969352,2.5499634041057635,2.598589425076442,2.6958488298834817,2.6520001643154605,2.524002830695116,2.564127170462064,2.799371731243865,2.513873779219071,2.1437339954278345,2.059625191626912,2.0309473140723573,2.335150698506331,2.368720999112665,2.1503399560402694,2.3737616855176085,2.524046259451401,1.9671215754875921,2.3466452735066397,2.459010303029115,2.4344940805530824,2.67306900695877,2.587321867143779,2.450559565345851,2.216895546761317,2.4745771812100124,2.41282422243447,2.4935827327770017,2.3822434802698975,11934.725502466328,11934.725502466328
7,1.9111944405254866,1.8967196834206228,2.0080126125124718,2.1083534415149305,2.2486663342362103,2.2420829384703094,2.4020876870710293,2.0752076597119062,2.007340496122161,2.2890941459703007,2.167141507397696,2.371533649001043,2.3544884044477263,2.0404057778713405,2.1672282982851727,2.286618952879452,2.207505678861481,2.0528519926102096,2.183656998148006,2.165918603571581,2.1797940490085685,2.205863930192306,2.401198882582585,2.0684054644717094,2.180931498201286,2.194738837667291,2.23421393556619,2.311996594003622,2.4031972491599323,2.2471943322702983,2.28457008827809,2.2626573636775387,2.3282513436306114,2.2512034127766514,2.25584925368357,2.362164670050043,2.3360444747435927,2.2591681981494514,2.39971881678452,2.313448651752824,2.1894962608861146,2.470427079772467,2.2414779217905703,2.3611629166516384,2.491852859520499,2.0089380291785055,2.3597487263956056,2.3661559193854522,2.117964848938231,2.114161344914441,2.3697928388066827,2.064283130231631,2.215089015070275,2.271618436479275,2.338310701887618,2.3873062730266326,2.37348727789181,2.155058248036227,2.1769221476194875,2.335480735885613,2.3784635817093527,2.348958993681716,2.519073213801584,2.2991728430872347,2.3321871557957965,2.176948606379024,2.5383953210446903,2.381864723562747,2.481597516896495,2.440178693713893,2.3876243199879013,2.507919856352957,2.611981371783406,2.2881428371166046,2.4744251274590647,2.546920925210097,2.4842359689881484,2.5143918848808364,2.0855225049095254,2.2890089278589993,2.0401908793719605,2.294397681088892,2.401675742155436,2.432220289566351,2.4140888419897855,2.1431444528339605,2.370284262304948,2.1835421692255146,2.3964341671239775,2.2636975315103722,2.171148159907805,2.1357518755032396,2.3271780383479355,2.199502271712208,2.41193701963951,2.312203067573478,2.205874179933568,2.2783845958758273,2.3929017873868013,2.1448694643447577,11384.09479566325,11384.09479566325
8,2.1362691571449695,2.1244795280337083,2.2507231634474887,2.1112147435747586,2.1819961658198554,2.4483325194168586,2.1118927788378103,2.3060943816192916,2.2934322716054787,2.2197102179296317,2.1733896815228517,2.159611671946168,2.11273721038453,2.5239562527848736,2.39331607458513,2.080935230761038,2.109214843915504,2.3310514186007247,2.0483512717780226,2.288571530841681,2.510925161334289,2.51630803104036,2.3232994997708643,2.5981726851167712,1.9919191282077882,2.202954771057675,1.943395591266225,2.3814047672274548,2.238822764445377,2.462693303063538,2.115330948673103,2.452610701344762,2.4725275496668115,2.5475707471630225,2.4984507329810337,2.1657165238409375,2.506023751628798,2.0740560845466196,2.135703265227718,2.3112104228015564,2.4893144315955897,2.07818311051333,2.070241712060823,2.350224800531635,2.1445760787565225,2.166370675942356,2.2838216213388227,2.2490405815738863,2.1601195329099165,2.2262475277142086,2.2311550126781095,2.2751877074573583,2.103305347229934,2.4713984743395074,2.464440946226258,2.4741147052236947,2.386864550384482,2.1527626902595363,2.3470630062848876,2.33775440768939,2.26636177190583,2.189899238563693,2.427700002936754,2.219052438960291,2.372459990478397,2.231870258656343,2.24792361982814,2.3362730803583913,2.3607465657710662,2.1358734824802212,2.237561886108523,2.3791168053947356,2.043354741586328,2.186161323687202,2.3534243592968442,2.318754850312186,2.3502320048814345,1.8878178663309955,2.1912128064268703,2.406273247714341,2.1691937257611342,2.080658865242378,2.1581044706391648,2.2782903746913723,2.3582528925153,2.2565734582709935,2.0407626958604586,2.404025323825819,2.072512230565086,2.3013617003866487,2.4963593122602634,2.521270461565486,2.433551000416203,2.3564455677032665,2.5226884709619855,2.2761326906430255,2.4449960742711814,2.5168408996414944,1.9195000442575119,2.427991418280923,11374.70727425518,11374.70727425518
9,1.9766619003761767,2.0123776551657473,2.006981075876658,2.150013624874916,2.265134893914713,2.0196152321126233,2.153899856161379,2.2608497949168402,2.3332634455566605,2.3199755408404377,2.3233055724577922,2.4606876839193346,2.3980537918698066,2.534134596080007,2.577196793166387,2.4014670510233604,2.1914033814400597,2.656129687563466,2.5587065214402016,2.3855661368701466,2.3301566473372306,2.1742260506181252,2.40069515283237,2.138070400622588,2.5359842435116193,2.262950533077066,2.4436492674632957,2.2551438142198212,2.3382289837137145,2.2771274214376884,2.554340342560063,2.4055684944233975,2.27526212488804,2.531914967992433,2.1241258910727323,2.472318879011728,2.1500606573388152,2.305222014735725,2.537517870941486,2.5016328248449287,2.415329753115594,2.3313889659864664,2.398560872038027,2.488940989665476,2.4197626207299794,2.348944617197621,2.37007497407149,2.3887488953472626,2.372211219483896,2.4389935042788657,2.334187488833498,2.234447162083635,2.4650036447778922,2.176208000522833,2.4913240973756716,2.321735641998428,2.4670756011364023,2.504961995768408,2.211210316421754,2.410365755449571,2.3819910991234385,2.4675394893618785,2.4965049252153086,2.481457814736702,2.6011553643617655,2.3310340151662237,2.553398110442286,2.3319242419233426,2.543175729518623,2.3624841803990075,2.6949789401918123,2.5839520707540085,2.51210939480744,2.627804632515634,2.2450924183764522,2.3421250871577044,2.5259547564176597,2.3895213270148137,2.3419963642385238,2.372354540454867,2.2236388008039083,2.5144844414552407,2.4235770992225185,2.4425728618616436,2.3001490441561576,2.476554771708636,2.4256632652670804,2.3815604112811117,2.509047879208407,2.3301096007881203,2.24647257644529,2.509799331613304,2.553256160946285,2.1196254908496615,2.5538083717604714,2.412316504810388,2.6378765997559115,2.472197694554999,2.629548143212578,2.5334099297917616,11923.566020811166,11923.566020811166
