,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,user_accumulated_reward,overall_scaled_accumulated_reward
0,2.088953650967734,2.350577221183376,2.2172241041855263,2.4860252108143066,2.6564451583459863,2.4084416101123187,2.2212919674024643,2.0485202448843154,2.1757501017897662,2.6810192503080907,2.461062167954085,2.3916886027916053,2.3887742883930385,2.1272674886185707,2.725636842619406,2.0472317086154543,2.384677779310335,2.3725506852959755,2.5675256235569055,2.5344044869482634,2366.7534097048765,2366.7534097048765
1,1.9810446729708335,2.0871120842408657,1.8204828150294652,2.086257693390162,2.2432564694077906,1.9370089646187298,2.1226493259490877,2.0983289435111914,2.4897609335621507,2.1135150381878107,2.6423490320994447,2.7077058774128044,1.8549129910983435,2.737637611652561,2.328897091717186,1.8114675171458174,2.2097743163864165,2.4102326909033582,2.4259220700719824,2.202769088628544,2215.5542613992275,2215.5542613992275
2,1.9866561665721318,2.072897231387706,2.127236041761783,2.2186121622932493,2.124537545376462,1.9214566565149314,2.4344991509029157,2.2029359161361417,2.1584954958808504,2.2821180390863844,2.4090797223958886,2.2342305706092556,2.0847349365453445,2.335183359380288,1.9520433660562633,1.9267083588989815,2.5807499891442247,2.197437731797051,2.650213690677741,2.588536971118474,2224.418155126803,2224.418155126803
3,1.9392411252795594,1.8692178409826081,2.0575748485344665,1.954878885864354,2.2386763133740173,2.0240937639255363,2.361256153326932,2.060804057790026,1.9932063835620843,1.8944808796049109,2.2104069602223984,2.102113054327253,2.371581837637096,2.505306810580399,2.632780464271026,2.556908249816147,2.0357517966726886,2.0180108813966595,1.9864265510551178,2.216847243961783,2151.4782051092534,2151.4782051092534
4,2.0077005201866553,1.9117982361807346,2.069918955698158,2.341160721748043,1.7987038614406032,2.0816681779637523,1.8014143052226148,2.074104879893326,2.0154417485850202,1.9551815242451287,2.290022267328879,2.094949013106366,2.0854424255494672,2.208149878264258,2.0144793622987662,2.155576017140623,2.096654913120592,2.193680922899851,2.351529345032509,1.9424634997146193,2074.5020287809984,2074.5020287809984
5,2.0014057031139294,1.7964004218573362,1.824167499276156,1.758012470647188,1.8928015942210283,1.935756963040027,1.80837079032889,1.783933229449915,1.828735675673795,2.066248263221367,2.232653594599025,1.9784919485268673,1.8312205032204496,2.0385053237707482,2.0664730016683257,2.1662539435688597,1.7941759051386008,1.822692624476212,1.9810963599375682,2.201263366290705,1940.4329591013495,1940.4329591013495
6,1.9623827366157571,2.174318919582627,1.9540414391993997,2.2062426493701035,2.0265285033981657,2.091194992586069,2.151094702454711,1.9317294262050106,2.191526965035134,2.3450752148642153,2.5034546541326876,2.068493423035896,2.347160386672138,1.9034099749017688,2.6969776291414003,2.0619467090821924,2.590081970815932,2.5051425839301884,2.1505155267147855,2.3134055272692553,2208.7361967503716,2208.7361967503716
7,2.1069185576029845,2.1474820186308685,2.1496290957332995,2.2109440505370173,2.3141202325544943,2.2194881748615525,2.399548989285465,2.113884346255492,2.1752487776924085,2.251194908979511,2.3181263029745027,2.620324301192119,2.2269299158840745,2.276517523321914,2.313516486816463,2.5294509394704052,2.685772354405519,2.61788212654421,2.331524342182279,2.2119499805384657,2311.0226712731524,2311.0226712731524
8,2.056936988799045,2.2464943196664997,2.1856473500825118,2.476006445376486,2.642011273075374,2.1813511244452526,2.511596611387643,2.2555942229123955,2.7846657011846,2.1784525922632385,2.463945313374756,2.2919588736688543,2.5090024394130315,2.6330426946234113,2.769050904626834,2.4283029168703467,1.802495600438201,2.6442867633576372,2.1623206128485633,2.5659064896143344,2389.4534619014507,2389.4534619014507
9,1.995317753062879,1.9969269879709182,2.431182022340025,2.1130051504424388,2.231440107833992,1.8225842849879657,2.4374528062306227,1.8781973500463962,1.9740977098080585,2.3672735425214175,2.381769152359857,2.7584930860626082,2.1391503261459164,2.763275613860127,2.0923620644085528,2.525435883540533,2.5589958600903016,2.4628486759413035,2.755689639719425,2.1977366687170066,2294.1617343045173,2294.1617343045173
10,1.9705749667943064,1.7859671672038044,2.089124945937837,2.385695410121242,2.028270824008392,2.0722218057119535,2.3184166662855477,1.8627568581754854,2.2079195358294985,2.0441958139980247,2.274185941681664,2.363133701795344,2.2170345154194595,2.3512837379389926,1.9388622831089277,1.970256558920121,2.2540692385831664,2.0312699813642636,1.9889855276279327,2.081867599755026,2111.8046540130495,2111.8046540130495
11,2.0618396464345,1.7945186134140827,1.8305199292125303,2.2030320637312912,1.8121221087971155,2.4251076961686806,1.9702951386785,2.6220240100263004,2.30118115080876,1.8098088971901576,2.260992034826178,2.25961380108931,2.4861229384528856,2.244191928136881,1.752407444378008,2.212223191416386,2.529917102133661,2.193509637948343,2.3867442130677787,2.187121292836337,2167.164641937384,2167.164641937384
12,2.05978466246698,2.1101712314164156,2.0807697566718777,2.1431766477669654,2.110441757912945,2.096340887180722,2.2749881559365885,2.375448051609534,1.8834216280119802,2.5613696657947957,2.2660396809407883,2.5924133152139266,2.512249360411655,2.21031083500825,2.2207421568021344,2.4573797899118897,2.6759748258590297,2.7745466054345913,2.8293362132482707,2.158841805476047,2319.6873516537694,2319.6873516537694
13,2.0541107337562643,2.1676307961864834,1.840894374283794,2.2166643704009505,2.5798861593456066,1.8245808160980537,2.1698645406371875,2.259485016175178,2.3595935902179392,1.9326766434384106,2.639621728771816,2.035988017420637,2.2853355349579316,2.3705829028254257,2.645650625094729,2.173601918556523,2.247189545348915,1.816556093105625,2.4796287318405756,2.668819502590341,2238.418082052619,2238.418082052619
14,1.97542350666681,1.8939620288015901,1.9253820592361723,2.055091952759662,2.3270777750367952,1.8054474114684504,2.034781772867095,2.0420940399273886,2.0686676051029815,2.358453052888936,2.277073550451912,2.358055712372141,1.986165543151189,2.020308362612496,2.2331847460603766,2.421392196748033,2.5568711267055386,2.585224235305595,2.1388660490479476,2.5889360283414073,2182.6229377776262,2182.6229377776262
15,1.858742426796623,2.1901761439940106,1.9971865721057456,1.8599486848293225,2.219218617009888,2.0743358234304465,2.3461261149687913,2.0454019688120324,2.5598724861759563,2.084874929772256,2.4161609537376654,2.2981961311596497,2.2003352517473944,2.429684624818129,2.3999676775719827,2.239292984594298,2.299316326207905,2.3908181409955254,2.4365702170351855,2.440674924729892,2239.345050024635,2239.345050024635
16,2.029238070271486,2.0684700000229457,1.9837195202272033,2.242693414485593,1.914791710086927,2.0125912096758696,2.3973715795228223,2.049424111418817,2.3680903751329048,2.0256205147941473,2.1001990990182833,2.354693117418047,2.4824115136637506,2.3554178526318132,2.485421306504698,2.1362621512669033,2.245283748849146,2.3365617051046486,2.3521632717123016,2.5310129208991174,2223.5718596353713,2223.5718596353713
17,2.0730821629794316,2.107339682621862,2.148905933839855,1.9364053765049971,2.318964902575932,2.3406503069952023,1.9276496686346432,2.3202800575444633,2.3701084377520636,2.053623551649058,1.9875985488912458,2.4496638227773597,2.464261243760082,2.0837782989904325,2.286203373742596,2.4844783495059954,2.6603362847613226,2.301044587524325,2.1006775985860022,2.3900651693681043,2240.2558679502486,2240.2558679502486
18,2.109568865542,2.0778136880688542,2.5296982111497788,2.22414035744023,2.354018537668814,2.816927147953787,2.3556979071752084,2.2412218156984767,2.195409273723792,2.489865368378159,2.480578076090848,2.413345159526541,2.3380738487014256,2.4944674721011797,2.152820573573069,2.6939973306245704,2.8200719064163415,1.934021269270539,2.3451526142348396,2.556338633795639,2381.1614028567046,2381.1614028567046
19,2.029348946199252,2.2149524753764354,2.1470562403244817,2.4549255732248394,1.7478699553257562,2.045810643792667,1.737015008918888,2.3940281923087694,2.379056881064602,2.136902042134666,2.547027092816583,2.55125001435646,2.354417944083879,2.391677487126739,2.6980616863444333,2.6418429738849833,2.3154106218098485,1.7655200911656816,2.557526276594165,2.4399238967117656,2277.4812021782454,2277.4812021782454
