,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,sum_creator_normalized_accumulated_reward,overall_scaled_accumulated_reward,num_creators
0,16.994974775427295,18.664848600546105,20.648651168237997,21.923258949843724,20.913141194958975,27.990281521840643,33.37921542376518,34.14561344411959,34.47778510461502,34.06951947227988,34.647393516212205,30.084464696855157,32.29767729196409,32.751393231122066,32.07407853039321,33.94228616630179,34.340052068057375,40.386864485462944,40.73987379038105,40.70063079189314,4481.811284569247,2538.3112845692835,6.0
1,15.22897634855266,19.240699052926054,13.763931379606339,11.480922707404467,21.316547205836333,25.51331066799495,24.346740995347304,27.216985766979604,18.29734841600298,27.431019299161534,26.21290369288559,24.300808383488686,27.216131701910456,24.014638415870735,24.42509929298575,30.077354910383292,31.126502615637232,18.86338823720028,36.92451707381648,35.73667801450233,3798.548550876738,2185.548550876784,6.0
2,14.94592408480807,11.064123386661402,20.601711640805426,21.3966574871189,11.295356091911671,21.332583243134376,22.684275599790908,23.581557028035927,21.55565910747174,19.684294542947175,23.52528086302533,21.937645791969732,20.755529199469418,23.10563068716264,21.941819423998368,23.017008200492835,22.152555526110405,24.207688978456872,20.26108350968404,21.69825942795008,2781.682953691253,2122.682953691293,6.0
3,16.560992879933966,19.856988370113097,19.250380864962796,12.806474979647039,20.50072013327609,29.89409909830992,28.31897720775599,30.535739461253197,28.982106352686092,28.830902389081107,28.675751590215082,28.420174750255,29.947720999567277,29.60800384651267,30.695121743782888,28.845406196358194,30.83182347031087,32.105158567687276,33.971052015225034,28.065560286133778,4023.8487581052705,2162.3487581053137,7.0
4,16.485559815408415,13.314681773892753,14.221777630615282,13.082020974176976,19.293887584430514,20.5630139974985,31.28815447088658,21.90503148400267,20.944158578329215,18.631889705502235,21.598690635605344,33.715221525419445,18.782209317420634,19.998872066460567,19.370047029567267,21.686987598105265,20.82762237726086,19.80026945872461,21.10781495121861,22.664853538088014,3094.1731349238676,2365.173134923898,7.0
5,17.211542433732518,12.498862863562318,12.737374981515014,12.690561675783206,12.869586113970986,35.6171158100458,37.39259451761675,23.01606380133798,22.3689975950327,23.043167472503256,24.343456620430544,38.92389408599187,23.777938598710136,25.72445793679056,22.338279960386785,24.483402530139603,22.62021396074586,24.894962336056665,24.24819574673457,25.58509300467938,3070.3462845488552,2319.84628454887,6.0
6,18.31656633820949,18.8707606642344,11.032414372643276,18.40033323200216,19.50451697646535,33.3709314758591,21.656399942488424,23.094123503744964,23.7354827101184,24.789372134358285,32.85974022058857,24.414771707293767,24.18626336098784,24.34817326441466,24.483638952419557,24.514712336401164,37.2026783892682,29.805347006164585,37.12507899410008,37.632586620105656,3221.24104131085,2222.741041310869,4.0
7,15.372852396981179,11.335872629790382,12.718864406613713,11.522835215224296,13.927997898469496,19.064253513984607,19.04148303563947,21.2451367574993,22.90629668118806,23.202096317225937,23.465849530275104,18.940980885305212,22.924175059637168,23.402457179170728,19.86413863663883,22.055244996510698,26.55136620548535,27.035516752706297,28.160215899618606,21.676384256898398,2900.054667314058,2397.554667314098,6.0
8,14.205310678523759,12.615321937552526,15.073822008296244,19.839533977450266,11.425314806383543,22.50650267456723,19.015222910682127,21.406800815956917,19.460331623076048,19.68032679778628,35.02895669554508,19.85435905250667,21.81863489451075,22.20943104166101,22.503866548088507,24.26156490163148,23.8477924698635,34.906823587964084,32.02283383161074,54.23891811354213,2797.72072139829,2036.7207213983029,4.0
9,17.58961728872949,13.784637813261725,13.12257297053632,14.665125265425791,20.401376787664322,19.42738194441322,20.141209956218525,21.23655692899983,20.80885344124327,20.990302758432318,21.389545058233303,30.97368170922206,32.72503109971905,23.654039405058256,33.92504193263952,18.767272714906117,23.71722253967876,25.4103067566366,27.090972708711526,40.57851874870647,3236.4398342160507,2414.9398342160684,4.0
10,16.5595606107049,20.491950590433174,21.791576054529695,12.191929773118707,17.798639391949088,31.371520635145707,32.73047034274342,29.5462090939722,31.45525635305944,32.450125642519325,31.762460698835987,21.973499122798135,34.03587886224646,30.169457182479,39.21057196226335,38.28358016963679,38.166574511634565,34.65852743951965,39.94696995287427,31.389975267425722,4115.347930296653,2419.8479302966825,5.0
11,17.191919560544072,11.701054138553388,11.931423388276148,20.83266356180656,12.495316723959002,25.100020225781936,34.754970547203364,37.765028209399894,39.066950014069526,34.956679683882236,39.23807842104725,34.49402676045952,39.22250912837262,40.093286427743045,40.02514990478471,48.90552220315995,48.266334753655336,41.611205635423815,48.07823149358601,48.36542001413545,4105.957540167659,2453.457540167706,5.0
12,15.08723263521641,12.427873655440584,19.2261453446053,11.03442216837515,21.34989005259887,16.55027309692621,17.235486529543763,16.03991005835239,24.28889172968567,25.41176161934593,16.567094927425977,32.49215614767327,19.169481053904665,30.46679746078983,25.56712444113009,20.443808562361294,35.34691417091297,38.251589636481306,38.52669705423325,36.7937923773767,3464.481582344151,2216.981582344139,6.0
13,15.652840271055293,20.271449212464713,20.22561055311333,21.216819398052007,20.318718769302656,21.213870496604777,28.967669942933135,32.42825669887657,30.488214951441282,28.871169346653687,31.89156805000919,29.887868104083086,32.48837751427709,33.36598750411141,30.307274589965864,38.64838191281812,36.609048619468695,34.70739078126159,45.28630165025443,55.57444319891442,4184.744391360792,2330.2443913608554,4.0
14,17.761914249747075,11.41005219859357,19.916664406287182,21.11201776566471,20.875685250242615,31.20659818740076,28.710360181344623,29.3741039499039,31.22483195128234,29.255732240858574,32.0625552392345,29.364241205054668,36.47979750402893,37.56337084896389,38.930983221058035,39.30690684901371,34.90335543887833,34.440590726939035,36.63342726907695,33.531646240225655,4139.892767980014,2261.3927679800668,6.0
15,19.337159552099298,20.427485125286154,20.46111798270907,20.010446128725956,19.578892355204694,34.614660856296474,36.17387604156931,37.47423611585873,33.09443596246691,31.813567098709342,35.241789661337066,33.00188949632252,35.02751035717366,36.736833107486596,33.73399666970071,37.96257771760247,34.76705876578012,42.799240099270534,39.22601178870227,54.70230513964475,4144.941082540518,2160.9410825405566,4.0
16,17.801930179101582,11.932296527084636,11.954356142876737,20.02852933053756,19.563940290325405,17.737294062261178,18.690754095170956,22.816627232442166,18.824338123961866,22.56537601133055,19.028420111264413,19.149228546903878,36.136954585699755,37.70085361171218,38.47901359521594,26.128613878820904,39.04413847732261,47.03219730359765,40.350628030205186,40.982443794854,3491.258582518517,2236.258582518533,5.0
17,15.905656503347519,12.104897938928326,11.976010740806476,13.72695835098482,12.645921525594826,15.392553043991164,16.891826015703927,15.924276663047095,16.558832479117306,17.991618006462915,19.168063679140857,19.53617638074583,15.062533856950239,19.78047575974935,19.302420174297396,15.284553458396118,16.36678444988371,18.41109417262217,15.368974381147012,16.757857965343987,2725.978774489412,2235.978774489433,7.0
18,14.542001530208742,12.341503621030174,13.434373472235617,13.603339757310357,12.145995153219484,20.494008468247664,19.645859257101268,22.68318330465129,22.004442709669433,20.813463818326642,20.448435980960458,20.88628675758673,21.907633482942238,22.21412541644333,19.041264768198875,25.336482146118367,26.607839479938775,20.9194866498885,26.264034892415605,21.63333132790869,2856.210110066559,2359.2101100665896,6.0
19,19.026878471442988,20.09966022604967,20.955432251466885,20.63697248061976,20.779450017225514,32.994735402538225,37.59965869369503,37.23630951166272,36.53933995257262,38.74283013528611,37.3262843023227,39.315256780371215,36.31218106252121,37.60989306925027,35.226821231346776,45.643722471907225,47.79000504531159,47.01263527843014,42.74379164395823,44.02642404043936,4364.486687717682,2388.48668771772,5.0
20,16.146426729628846,19.3120516866718,11.824218944757213,20.241527871759033,12.914727255114437,44.071489615273904,44.40429500838813,45.99093431771071,41.25925650980844,39.59434613110734,39.92955642302309,42.697045996057476,44.821566639978165,45.42529368945934,46.523918873248384,46.5396121329044,47.01325285658877,40.525204302169456,42.892306429569814,44.3581403430112,4084.6206212208062,2270.1206212208585,5.0
21,14.455880169998432,12.651159572881443,13.73556840957568,13.8238880242746,15.375883160749424,21.619029942867723,34.13555796549817,25.490230802529805,26.55343113470612,21.14591699645223,25.765515044148287,26.37969681820632,27.96223454231258,27.715777595504097,29.820200482263907,26.536234966739766,29.787740174331567,31.38950754724983,32.3338259916728,32.84495099535043,2926.767215216018,2332.767215216062,5.0
22,15.933635803546661,13.220269890559525,11.093101795748808,21.25333073374218,12.152303575168952,19.161835534951045,17.430404498039064,21.16265774442925,17.491298424223697,18.919673554290316,16.289105582621477,19.026027298752997,19.914137225080953,18.271934837140797,19.844042333367497,16.268553070593075,21.211026519824202,20.816580893467517,20.809632074312958,17.132412478210945,2722.771672472802,2124.7716724728275,7.0
23,17.70266424269844,11.767444985945946,18.368529447215657,19.900776063453964,21.20812917410776,27.377815655891204,27.869746481101533,29.539059954987206,27.71961936491357,28.956736939785383,27.668454606081273,30.51466274667444,29.416073841795747,30.83450252607859,29.417037553506816,30.58837289309622,27.462892134579892,33.15831982229876,28.922568811263904,31.403393869008273,3975.4202395416573,2109.420239541713,7.0
24,17.979933574142706,18.996536366131387,20.158722088233937,19.648297493691455,13.404055795323917,24.986208607414905,26.54015053820425,24.40577989514991,24.88873505426072,26.048710422556425,26.173671400727216,26.85848938112599,27.728930631134546,25.111463301155197,26.072025048680757,27.995944361152226,26.78277964715801,25.27845391712168,31.450742668530893,32.37416195390136,4059.6205231789945,2208.120523179037,7.0
25,17.190074045696313,12.443482964642651,13.244462598821011,12.486161267715914,19.771017604916704,32.369836419647676,33.27059671111186,34.308202666585736,31.43255767843336,38.261872194723836,39.90494590061212,40.98290656964673,41.05937270716131,37.849673322041916,38.31079002383676,41.91759259510404,39.58832374268586,39.578078425251896,41.66148491203421,44.51495561240689,3757.7891257001256,2013.7891257001593,5.0
26,17.35264356773338,20.03499304949591,19.11942208250505,21.077560152154565,11.525080998269814,37.49972339405894,24.139486476602624,21.015001686296433,24.21519979589907,19.3867323675416,21.520638539201418,37.69190818039101,24.75501704364416,21.667194756486595,23.209107070220018,22.902743757294086,23.149066445657883,24.064665602915852,21.61555556232914,23.924474102136173,3115.6360871856373,2210.6360871856623,6.0
