,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,user_accumulated_reward,overall_scaled_accumulated_reward
0,1.9889949550854584,1.8129697201092256,2.1897302336476008,2.4646517899687526,2.262628238991774,1.938639413057666,2.693090159327104,2.800385882176723,2.8468899146460775,2.7897327261191838,2.870635092269772,2.2318250575598086,2.5416748208750666,2.6051950523571774,2.5103709942551387,2.771920063282317,2.82760728952815,2.8464237382556363,2.8887848548457855,2.884075695027255,2538.3112845692835,2538.3112845692835
1,2.0057952697105317,1.9281398105852168,2.332786275921273,1.8761845414808966,2.343309441167241,2.122129706879171,1.935478559255551,2.3947177227167766,2.4675757465604824,2.42896308786594,2.2340645908618,1.9281293413582847,2.394581072305763,1.8823421465394161,1.948015886877812,2.2308296874537215,2.377710366189308,2.160874353208042,2.4309420488580717,2.288401361740371,2185.548550876784,2185.548550876784
2,1.9891848169616129,1.7928246773322851,2.200342328161091,2.359331497423787,1.839071218382335,2.0599099891761004,2.222113071974885,2.329786843364298,2.0866790928965857,1.8621153451536434,2.3230337035630875,2.1325174950364683,1.9906635039364287,2.272675682459597,2.1330183308798865,2.2620409840592433,2.1583066631333323,2.404922677414933,1.9313300211621725,2.103791131354083,2122.682953691293,2122.682953691293
3,1.9621985759867926,2.0513976740226263,1.9300761729925366,2.141294995929413,2.1801440266552246,2.2051738737633624,1.9846568090858157,2.295003524575481,2.0774948893761573,2.056326334471435,2.0346052226302116,1.9988244650357836,2.2126809399395104,2.1651205385118613,2.3173170441296906,2.0583568674902115,2.3364552858436465,2.5147221994763056,2.7759472821314812,1.9491784400587324,2162.3487581053137,2162.3487581053137
4,2.097111963081682,2.2429363547785552,2.4243555261230467,2.1964041948353987,1.9387775168861097,2.3988219596497693,2.400341625924128,2.5867044077603523,2.4521822009660625,2.1284645587702924,2.5438166889847573,2.740131013558697,2.149509304438969,2.3198420893045744,2.2318065841395147,2.5561782637348305,2.4358671328166053,2.292037724221545,2.4750940931706755,2.693079495332396,2365.173134923898,2365.173134923898
5,2.112308486746503,2.0797725727124665,2.127474996303,2.118112335156647,2.1539172227942034,2.2740538972054973,2.487111342113987,2.261927656160537,2.1842797114039127,2.265180096700369,2.4212147944516422,2.6708672903189914,2.3533526318451923,2.5869349524148375,2.180593595246428,2.4380083036168436,2.2144256752895948,2.4873954803268936,2.4097834896082286,2.5702111605616187,2319.84628454887,2319.84628454887
6,1.973313267641899,1.8541521328468804,1.786482874528659,1.7600666464004096,1.9809033952930761,2.0045117771030765,2.0987679930986145,2.2712948204493726,2.3482579252141877,2.4747246561229788,1.9431688264706009,2.4297726048752373,2.4023516033185217,2.421780791729846,2.438036674290449,2.4417654803682343,2.4643214067121604,2.460534700616538,2.4300063195281023,2.4706069296085382,2222.741041310869,2222.741041310869
7,2.024570479396235,1.8471745259580827,2.123772881322749,1.8845670430448629,2.3655995796938907,2.1889954919578205,2.165807624989504,2.494319146049874,2.7268815353663087,2.768293484411633,2.8052189342385994,2.171737323942828,2.729384508349296,2.7963440050839767,2.3009794091295137,2.146629399581378,2.6861639446583383,2.7442620103248254,2.8792259079543188,2.101166110827925,2397.554667314098,2397.554667314098
8,1.9910621357047509,2.1030643875105097,2.0647644016592532,2.047906795490044,1.8650629612767142,2.200780320948076,1.781826749281855,2.0688160979148056,1.8352397947691086,1.861639215734331,2.2034748034653866,1.8825230863007767,2.1182361873412665,2.1651317249993154,2.2004639857707127,1.9061564901632375,1.864779246986418,2.252545887037205,2.0218267065289393,2.2991134490833565,2036.7207213983029,2036.7207213983029
9,2.1079234577458963,2.336927562652349,2.2045145941072586,2.5130250530851628,2.1602753575328664,2.239833472217842,2.339769393870568,2.4931179700599526,2.4332394817740295,2.458642386180498,2.514536308152689,2.3563154392910644,2.601504353960646,2.831565516708249,2.769505870569519,2.147418180086944,2.3460667047615105,2.549236810796476,2.189097270871248,2.706281499896605,2414.9398342160684,2414.9398342160684
10,2.081912122140979,2.1783901180866376,2.4383152109059174,2.0183859546237475,1.9797278783898224,2.412012888920377,2.6022658479840577,2.156469273156209,2.423735889428406,2.5630175899528034,2.4667444978370137,2.596289877191733,2.7850230407145795,2.2437240055471834,2.705268635471705,2.5940296203563933,2.5799889413961177,2.1590232927424213,2.793636394344995,2.618997526742551,2419.8479302966825,2419.8479302966825
11,2.1683839121088155,1.9202108277106837,1.9662846776552254,2.2465327123613177,2.0790633447918037,2.5120024270938375,2.1705964656643832,2.5318033851279673,2.688034001688326,2.194801562065941,2.708569410525752,2.1392832112552056,2.7067010954048203,2.8111943713292566,2.803017988574254,2.8705522203160907,2.806633475365652,2.1411205635424606,2.787823149358672,2.816542001413654,2453.457540167706,2453.457540167706
12,1.9474465270432813,2.065574731088123,1.9252290689210665,1.786884433675033,2.34997801051978,2.188043695508183,2.2976778447269783,2.106385609336388,1.926222676749687,2.105881859095329,2.1907351883881376,2.5689018606742327,2.203727347546635,2.285351644510552,2.568054932935592,1.9532570274833359,2.2416297005095633,2.5901907563777327,2.6232036465079664,2.415255085285178,2216.981582344139,2216.981582344139
